疾病编码,总费用,总住院天数,总住院次数,总人数,平均费用,平均住院次数
K73.000x001,20577.29,51,3,3,6859.096667,1
K73.200,237637.01,357,33,33,7201.121515,1
K73.800,1774.6,6,1,1,1774.6,1
K73.801,14126.67,12,2,2,7063.335,1
K74.0001,3942.23,10,1,1,3942.23,1
K74.100 ,795.97,3,1,1,795.97,1
"K74.100,",3124.72,7,2,2,1562.36,1
"K74.100,K29.500,",1679.59,4,1,1,1679.59,1
K74.101,5136.04,10,1,1,5136.04,1
K74.300x005,21243.46,7,1,1,21243.46,1
K74.300x007,33282.25,19,2,2,16641.125,1
K74.300x008,44112.24,24,2,2,22056.12,1
K74.300x008+,8396.99,7,1,1,8396.99,1
K74.300x011,7090.21,18,1,1,7090.21,1
K74.300x012,32388.35,39,4,4,8097.0875,1
K74.301,5514.26,7,1,1,5514.26,1
K74.301+,12198.07,12,1,1,12198.07,1
K74.301+I98.2,14256.35,15,1,1,14256.35,1
K74.302+I98.3,6033.52,8,1,1,6033.52,1
K74.305+I98.2*,18335.84,16,3,3,6111.946667,1
K74.307+I98.2*,121233.67,59,9,9,13470.40778,1
K74.308+I98.3*,85122.08,62,8,8,10640.26,1
K74.600x025,11432.17,27,1,1,11432.17,1
K74.600x027,1300.29,9,1,1,1300.29,1
K74.600x029,9655.81,15,1,1,9655.81,1
K74.600x033,3385.32,2,1,1,3385.32,1
K74.600x041,14893.82,19,2,2,7446.91,1
K74.600x046,4394.26,6,1,1,4394.26,1
K74.600x047,59251.18,93,7,7,8464.454286,1
K74.601,8251.96,21,4,4,2062.99,1
"K74.602,J06.900,",1799.54,6,1,1,1799.54,1
"K74.605,",5199.15,15,1,1,5199.15,1
"K74.607,",5295.27,26,3,3,1765.09,1
K74.613,81758.21,99,9,9,9084.245556,1
"K74.615+,",1048.49,1,1,1,1048.49,1
K74.615+I98.,7320.63,8,2,2,3660.315,1
K74.615？,32941.54,27,2,2,16470.77,1
K74.616+I98.,3096.12,5,1,1,3096.12,1
K74.616？,5927.22,8,1,1,5927.22,1
K74.617+I98.,15751.81,22,3,3,5250.603333,1
K74.617?,20173.95,21,2,2,10086.975,1
"K74.618+,",2325.69,5,1,1,2325.69,1
K74.618+I98.,4246.01,7,1,1,4246.01,1
K74.619？,7839.67,11,1,1,7839.67,1
K74.620,59432.45,52,5,5,11886.49,1
K75.100,51822.83,59,7,7,7403.261429,1
K75.300,57923.67,23,2,2,28961.835,1
K75.300x001,194237.05,81,7,7,27748.15,1
K75.800x001,8423.84,13,2,2,4211.92,1
K75.800x011,26437.73,20,3,3,8812.576667,1
K75.801,38074.28,20,2,2,19037.14,1
K75.900,22307.16,20,2,2,11153.58,1
K76.000 脂肪肝,3465,14,1,1,3465,1
K76.001,20659.79,47,6,6,3443.298333,1
K76.100x001,8378.34,8,2,2,4189.17,1
K76.500x002,12687.15,11,1,1,12687.15,1
K76.600x002,28550.65,37,5,5,5710.13,1
"K76.800,",5664.38,30,3,3,1888.126667,1
"K76.800,Z54.200",1618.27,12,1,1,1618.27,1
K76.800x003,5266.46,11,1,1,5266.46,1
K76.800x015,61928.31,102,12,12,5160.6925,1
K76.800x021,19176.73,14,1,1,19176.73,1
K76.800x024,30126.27,39,5,5,6025.254,1
K76.800x026,40240.18,26,3,3,13413.39333,1
K76.800，,1389.42,8,2,2,694.71,1
K76.815,6236.95,13,1,1,6236.95,1
"K76.901,",1967.53,1,1,1,1967.53,1
K80.000 x004,1859.35,3,1,1,1859.35,1
K80.000 胆囊结石伴有急性胆囊炎,3188.84,13,2,2,1594.42,1
"K80.000,",37056.71,83,16,16,2316.044375,1
"K80.000,I10.x00",1715.78,2,1,1,1715.78,1
"K80.000,J32.000",1669.17,4,1,1,1669.17,1
K80.000X004,46458.29,15,1,1,46458.29,1
K80.000x00,15778.62,33,3,3,5259.54,1
K80.000x001,6433.16,18,2,2,3216.58,1
K80.000x002+K80.000,81606.63,104,13,13,6277.433077,1
K80.000|,2160.17,3,1,1,2160.17,1
K80.000，,25858.63,65,12,12,2154.885833,1
"K80.002,",8945.23,8,1,1,8945.23,1
"K80.100,",14140.61,48,9,9,1571.178889,1
"K80.100,I25.901",710.23,1,1,1,710.23,1
"K80.100,K29.500",668.68,4,1,1,668.68,1
"K80.100,M48.900",2457.98,5,1,1,2457.98,1
K80.10001,3945.34,8,1,1,3945.34,1
K80.100X001,11724.96,14,4,4,2931.24,1
K80.100x00,3281.61,15,3,3,1093.87,1
"K80.100x001,",4130.22,4,2,2,2065.11,1
K80.100x001|,5511.25,11,1,1,5511.25,1
K80.100，,1036.15,8,1,1,1036.15,1
"K80.101,K29.500,",2306.53,12,1,1,2306.53,1
K80.101，,15751.19,21,3,3,5250.396667,1
K80.102,991.13,6,1,1,991.13,1
K80.200 x003,1999.51,6,1,1,1999.51,1
K80.200 胆囊结石不伴有胆囊炎,4233.55,20,2,2,2116.775,1
"K80.200,",748.51,1,1,1,748.51,1
K80.200x00,1837.79,7,1,1,1837.79,1
"K80.203,",18037.61,24,3,3,6012.536667,1
K80.300，,1260.82,7,1,1,1260.82,1
"K80.302,",6418.15,16,3,3,2139.383333,1
K80.304，,1471.25,7,1,1,1471.25,1
K80.306，,2601.98,7,1,1,2601.98,1
"K80.401,",855.95,1,1,1,855.95,1
K80.403 胆管结石伴慢性胆囊炎,746.49,5,1,1,746.49,1
K80.500x001,22107.31,31,8,8,2763.41375,1
"K80.800,",1570.74,2,1,1,1570.74,1
"K81.000,A09.001,",1464.74,4,1,1,1464.74,1
K81.000x002,4688.02,9,1,1,4688.02,1
K81.000x008,8377.43,12,3,3,2792.476667,1
K81.000，,11014.65,53,8,8,1376.83125,1
"K81.006,",3009.17,12,2,2,1504.585,1
"K81.006,J44.801,",1782.85,10,1,1,1782.85,1
"K81.006,K29.603",2424.18,4,1,1,2424.18,1
K81.006，,5228.34,25,3,3,1742.78,1
K81.100 慢性胆囊炎,966.43,4,1,1,966.43,1
"K81.100,K29.300,",2310.28,10,1,1,2310.28,1
"K81.100,K29.500",1178.97,4,1,1,1178.97,1
K81.800,241416.73,439,70,70,3448.810429,1
K81.900 胆囊炎,3838.02,15,3,3,1279.34,1
"K81.900,",7111.94,29,5,5,1422.388,1
"K81.900,I24.900",1962.08,9,1,1,1962.08,1
"K81.900,K29.500",946.33,4,1,1,946.33,1
"K81.900,K29.700",2740,8,1,1,2740,1
K81.901,17628.77,80,10,10,1762.877,1
K81.902,13565.75,63,8,8,1695.71875,1
K81.903,12091.21,54,7,7,1727.315714,1
K81.904,12258.74,48,6,6,2043.123333,1
K82.000,44784.16,100,18,18,2488.008889,1
K82.001,13965.56,13,3,3,4655.186667,1
K82.002,3321.37,26,1,1,3321.37,1
K82.100x002,39867.33,86,10,10,3986.733,1
K82.101,3241.37,10,1,1,3241.37,1
K82.300,62718.32,60,2,2,31359.16,1
K82.301,59542.07,33,3,3,19847.35667,1
K82.306,45756.95,29,2,2,22878.475,1
K82.800x002,61122.98,53,6,6,10187.16333,1
K82.800x009,23299.78,19,3,3,7766.593333,1
K82.800x012,3241.72,6,1,1,3241.72,1
"K82.803,",1023.87,3,1,1,1023.87,1
K82.804,9594.99,28,4,4,2398.7475,1
K82.808,15456.51,6,1,1,15456.51,1
K83.000x007 胆管炎,31707.27,67,1,1,31707.27,1
K83.000，,1370.11,8,1,1,1370.11,1
"K83.001,",2569,12,3,3,856.3333333,1
K83.014,17714.28,30,4,4,4428.57,1
K83.019 胆道感染,1779.16,5,1,1,1779.16,1
K83.10003,895.65,8,1,1,895.65,1
K83.100x008,12679.75,12,2,2,6339.875,1
K83.109 梗阻性黄疸,2537.84,10,1,1,2537.84,1
"K83.109,R93.203",2390.7,9,1,1,2390.7,1
K83.200,193704.96,55,3,3,64568.32,1
K83.200x001,391862.7,123,8,8,48982.8375,1
K83.301,350471.89,197,9,9,38941.32111,1
K83.303,2298.39,3,1,1,2298.39,1
K83.400x001,1974.41,2,1,1,1974.41,1
K83.401,21669.3,27,4,4,5417.325,1
K83.500,3855.03,21,3,3,1285.01,1
K83.800x009,72188.85,13,1,1,72188.85,1
K83.800x01,2059.17,7,1,1,2059.17,1
K83.802,149635.93,108,9,9,16626.21444,1
K83.813,7782.2,7,1,1,7782.2,1
K83.816,37821.83,29,4,4,9455.4575,1
K83.820,27065.26,25,6,6,4510.876667,1
K83.900,9550.33,27,6,6,1591.721667,1
K84.805,3540.53,9,1,1,3540.53,1
"K85.101,",3802.52,4,2,2,1901.26,1
K85.300,14837.97,14,3,3,4945.99,1
K85.301,16880.39,20,4,4,4220.0975,1
K85.302,35021.44,21,2,2,17510.72,1
K85.800x012,82634.61,79,8,8,10329.32625,1
K85.800x013,115008.81,74,5,5,23001.762,1
K85.800x014,58116.97,64,8,8,7264.62125,1
K85.800x017,43902.43,34,5,5,8780.486,1
K85.800x020,11515.68,18,2,2,5757.84,1
K85.801,16604.15,20,3,3,5534.716667,1
K85.821,62725.42,40,2,2,31362.71,1
K85.823,20036.46,12,2,2,10018.23,1
K85.900 急性胰腺炎,784.52,0,1,1,784.52,1
K85.901，,1307.34,5,1,1,1307.34,1
K85.x07,998.78,4,1,1,998.78,1
K86.100 其他慢性胰腺炎,577.43,2,1,1,577.43,1
"K86.100,R00.100",1581.26,3,1,1,1581.26,1
K86.10001,2437.54,7,1,1,2437.54,1
"K86.101,",2482.41,6,1,1,2482.41,1
K86.105,104593.78,12,1,1,104593.78,1
K86.107,53838.31,11,1,1,53838.31,1
K86.800x003,14791.38,26,4,4,3697.845,1
K86.800x013,59168.21,42,3,3,19722.73667,1
K86.806,3073.38,7,2,2,1536.69,1
K90.000x003,12726.66,13,1,1,12726.66,1
K90.100x002,4768.19,18,2,2,2384.095,1
K90.200,973.94,4,1,1,973.94,1
K90.400,2156.1,4,2,2,1078.05,1
K90.401,5344.51,18,3,3,1781.503333,1
K90.801,13516.03,22,1,1,13516.03,1
K90.802+M14.8*,36647.84,59,6,6,6107.973333,1
K91.100x001,20090.5,24,3,3,6696.833333,1
K91.102,7394.67,27,2,2,3697.335,1
K91.200,8643.81,16,2,2,4321.905,1
K91.202,5810.97,9,2,2,2905.485,1
K91.300x002,75533.05,30,3,3,25177.68333,1
K91.301,6834.51,22,1,1,6834.51,1
K91.407,6574.38,10,1,1,6574.38,1
K91.800x117,24822.33,22,1,1,24822.33,1
K91.800x401,17291.44,27,6,6,2881.906667,1
K91.800x702,7418.15,5,2,2,3709.075,1
K91.800x704,10110,17,3,3,3370,1
K91.800x709,4097.98,15,2,2,2048.99,1
K91.800x711,5228.74,7,1,1,5228.74,1
"K91.802,",749.13,5,1,1,749.13,1
K91.816,2520.4,20,1,1,2520.4,1
"K91.820,",1345.42,4,1,1,1345.42,1
K91.823,20697.12,13,1,1,20697.12,1
K91.825,10610.09,17,2,2,5305.045,1
K91.826,67564.68,39,3,3,22521.56,1
K91.833,10830.17,18,2,2,5415.085,1
K91.836,5619.84,5,1,1,5619.84,1
K91.840,22839.57,26,5,5,4567.914,1
K91.841,29600.66,8,2,2,14800.33,1
"K92.200,",641.9,3,1,1,641.9,1
K92.200X001,4332.67,3,2,2,2166.335,1
K92.200x005,15600.29,36,7,7,2228.612857,1
"K92.201,K29.100",905.17,4,1,1,905.17,1
"K92.207,",8377.62,35,6,6,1396.27,1
K92.208 上消化道出血,796.76,4,1,1,796.76,1
"K92.208,",39649.31,130,19,19,2086.805789,1
"K92.209,",3025.34,8,1,1,3025.34,1
K92.210 消化道出血,809.45,1,1,1,809.45,1
"K92.210,D64.903",7167.12,12,1,1,7167.12,1
"K92.210,J44.801",2819.41,3,1,1,2819.41,1
"K92.210,K29.500",1352.67,2,1,1,1352.67,1
K92.508,3361.52,10,1,1,3361.52,1
K92.800 x012,2484.66,8,1,1,2484.66,1
K92.800x,2013.23,10,1,1,2013.23,1
K92.800x003,55957.52,49,5,5,11191.504,1
K92.800x004,73934.73,53,3,3,24644.91,1
K92.800x009,114336.99,114,8,8,14292.12375,1
K92.800x010,20994.9,31,3,3,6998.3,1
K92.800，,415.17,1,1,1,415.17,1
"K92.901,",4964.53,12,3,3,1654.843333,1
K93.0*,6320.94,14,1,1,6320.94,1
L00.X00,5375.14,12,1,1,5375.14,1
L00.x01,6905.51,8,1,1,6905.51,1
L01.001,4462.94,3,1,1,4462.94,1
L01.002,12550.27,49,6,6,2091.711667,1
L01.003,18347.79,68,11,11,1667.980909,1
L01.005,9969.96,45,4,4,2492.49,1
L01.006,21669.42,22,5,5,4333.884,1
L01.008,6582.07,21,4,4,1645.5175,1
L01.100,10015.45,47,5,5,2003.09,1
"L02.000,",945.22,7,1,1,945.22,1
L02.000x00,1223.28,7,1,1,1223.28,1
"L02.200,",990.68,4,1,1,990.68,1
L02.251,6888.41,11,1,1,6888.41,1
L02.400x00,4576.6,18,3,3,1525.533333,1
L02.400x003,19244.7,32,3,3,6414.9,1
L02.400x004,13203.96,27,4,4,3300.99,1
L02.400x005,15908.4,32,5,5,3181.68,1
L02.400x006,5833.88,14,2,2,2916.94,1
L02.400x008,12084.35,27,5,5,2416.87,1
L02.400x01,2247.82,11,1,1,2247.82,1
L02.400x011,20246.77,37,6,6,3374.461667,1
L02.400x012,49142.81,98,12,12,4095.234167,1
"L02.402,",2637.24,11,2,2,1318.62,1
"L02.403,",1870.43,9,1,1,1870.43,1
L02.403，,1178.56,8,1,1,1178.56,1
L02.411,783.73,6,1,1,783.73,1
"L02.800,",718.91,4,1,1,718.91,1
L02.803,120219.23,309,45,45,2671.538444,1
"L02.804,",3265.61,15,3,3,1088.536667,1
L02.900x006,6726.96,4,1,1,6726.96,1
"L02.901,I69.300,",1148.21,6,1,1,1148.21,1
"L02.902,I10.x03",1571.34,5,1,1,1571.34,1
"L02.902,T92.103",1577.09,7,1,1,1577.09,1
L02.902，,1332.35,8,1,1,1332.35,1
L02.903，,2118.13,7,1,1,2118.13,1
"L03.000,",1324.68,10,1,1,1324.68,1
"L03.000,L60.0",1130.52,2,1,1,1130.52,1
L03.000x08,9037.52,29,4,4,2259.38,1
"L03.003,",2251.89,4,2,2,1125.945,1
L03.053,1994.68,4,1,1,1994.68,1
"L03.106,",925.72,7,1,1,925.72,1
"L03.107,",4124.42,15,1,1,4124.42,1
L03.107，,1606.84,9,1,1,1606.84,1
"L03.108,",1375.76,5,1,1,1375.76,1
L03.108，,1585.01,8,1,1,1585.01,1
"L03.109,",4671.97,15,2,2,2335.985,1
L03.200x002,45273.69,95,12,12,3772.8075,1
"L03.302,",1882.25,8,1,1,1882.25,1
"L03.801,",1415.09,7,1,1,1415.09,1
"L03.900,",2307.09,11,2,2,1153.545,1
"L04.002,",11685.83,40,6,6,1947.638333,1
"L04.003,",1179.51,7,1,1,1179.51,1
L04.100,45243.39,120,15,15,3016.226,1
L04.201,11843.54,49,9,9,1315.948889,1
"L04.201,I25.100",1537.16,8,1,1,1537.16,1
"L04.202,",1354.57,7,1,1,1354.57,1
L04.300x001,120074.01,207,27,27,4447.185556,1
L04.301,32118.21,57,10,10,3211.821,1
"L04.900,",5341.91,23,4,4,1335.4775,1
"L04.900,I10.x03",527.91,5,1,1,527.91,1
"L04.900,I25.100",1033.5,7,1,1,1033.5,1
"L04.900,K05.200",973.83,6,1,1,973.83,1
"L04.900,K05.200,",1088.39,1,1,1,1088.39,1
"L04.900,M46.401",1324.68,5,1,1,1324.68,1
L04.900x005,103953.96,143,19,19,5471.261053,1
L04.900，,1513.42,7,2,2,756.71,1
L05.000x001,10821.15,23,2,2,5410.575,1
L06.900,1686.6,8,1,1,1686.6,1
L08.000x006,1813.66,9,1,1,1813.66,1
L08.000x007,1788.51,6,1,1,1788.51,1
L08.000x008,6843.22,16,2,2,3421.61,1
L08.100,2248.27,13,1,1,2248.27,1
L08.800x00,1830.53,13,1,1,1830.53,1
L08.800x004,8258.38,15,2,2,4129.19,1
L08.800x011,8044.77,28,2,2,4022.385,1
L08.900x017+,6892.08,11,1,1,6892.08,1
L08.900x026,29451.15,63,5,5,5890.23,1
L08.900x027,5240.26,12,2,2,2620.13,1
L08.901 头面颈部皮肤感染,1820.91,9,1,1,1820.91,1
"L08.901,",5233.26,19,4,4,1308.315,1
"L08.901, L08.901",1287.84,7,1,1,1287.84,1
"L08.902,",17139.95,64,7,7,2448.564286,1
"L08.902,I67.900,",2975.01,15,1,1,2975.01,1
L08.902，,1122.79,7,1,1,1122.79,1
L08.903 上肢皮肤感染,1873.47,5,1,1,1873.47,1
"L08.903,",14646.01,61,11,11,1331.455455,1
"L08.903,I10.x04,",568.37,3,1,1,568.37,1
"L08.903,I69.100",3188.63,6,1,1,3188.63,1
"L08.903,R94.500,",1635.41,6,1,1,1635.41,1
L08.903，,1891.5,8,2,2,945.75,1
"L08.904,D69.403",728.74,2,1,1,728.74,1
"L08.904,D69.600,",742.94,3,1,1,742.94,1
"L08.904,E11.900,",1249.51,6,1,1,1249.51,1
"L08.904,I51.900,",1149.76,5,1,1,1149.76,1
"L08.904,L30.905",1990.42,4,1,1,1990.42,1
"L08.904,R21.x00",1540.02,3,1,1,1540.02,1
"L08.904,R60.001",2002.15,7,1,1,2002.15,1
"L08.904,S82.600",1321.66,4,1,1,1321.66,1
"L08.904,T14.101",2122.42,9,1,1,2122.42,1
L08.904，,3592.47,18,3,3,1197.49,1
"L08.905,",267.11,1,1,1,267.11,1
L08.910 足皮肤感染,2828.85,16,3,3,942.95,1
"L08.910,K29.300",1801.56,8,1,1,1801.56,1
"L08.910,S90.301,",1100.57,5,1,1,1100.57,1
L08.911 足软组织感染,1047.06,9,1,1,1047.06,1
"L08.911,",2081.05,8,1,1,2081.05,1
"L08.911,I10.x05",1642.78,5,1,1,1642.78,1
"L08.911,L66.400",1791.17,13,1,1,1791.17,1
"L08.911,M51.202",1462.29,5,1,1,1462.29,1
L08.915,4507.1,43,6,6,751.1833333,1
L08.916,5391.05,20,1,1,5391.05,1
L08.918,12396.74,56,11,11,1126.976364,1
L08.919,11780.39,33,2,2,5890.195,1
L09.910,651.1,4,1,1,651.1,1
L10.100,50301.07,49,2,2,25150.535,1
L10.101,673.46,6,1,1,673.46,1
L10.500,3780.19,11,2,2,1890.095,1
L10.800,14962.77,26,3,3,4987.59,1
L10.800x001,4995.95,9,1,1,4995.95,1
L10.800x002,8582.13,16,1,1,8582.13,1
L11.100,991.88,3,1,1,991.88,1
L11.800x001,3274.34,3,1,1,3274.34,1
L12.001,9034.22,13,1,1,9034.22,1
L12.101,15754.53,22,2,2,7877.265,1
L12.103+,3632.56,8,1,1,3632.56,1
L12.800,5360.04,15,2,2,2680.02,1
L13.100,10572.54,33,4,4,2643.135,1
L13.900x001,25319.51,40,3,3,8439.836667,1
L20.800,82664.79,216,24,24,3444.36625,1
"L20.801,",2200.99,20,2,2,1100.495,1
L20.806,18096.21,15,4,4,4524.0525,1
L21.000,7958.46,14,3,3,2652.82,1
L21.002,5940.8,22,2,2,2970.4,1
L21.100x002,13947.94,22,4,4,3486.985,1
L21.800,4032.91,8,1,1,4032.91,1
L22.x01,8465.1,14,1,1,8465.1,1
L22.x02,420.18,2,1,1,420.18,1
L23.002,1705.83,7,1,1,1705.83,1
L23.100,2375.64,5,1,1,2375.64,1
L23.101,1855.73,3,1,1,1855.73,1
L23.200,77992.84,180,25,25,3119.7136,1
L23.501,16285.94,46,7,7,2326.562857,1
L23.502,1942.49,3,1,1,1942.49,1
L23.800,24045.86,48,8,8,3005.7325,1
L23.801,7708.64,4,1,1,7708.64,1
L23.900x001,865.24,5,1,1,865.24,1
L23.901 过敏性皮炎,579.29,6,1,1,579.29,1
"L23.901,",14676.91,53,9,9,1630.767778,1
"L23.901, L23.901",1285.66,5,1,1,1285.66,1
"L23.901,B02.900",1610.19,7,1,1,1610.19,1
L24.000,9328.68,13,2,2,4664.34,1
L24.200,41762.56,84,13,13,3212.504615,1
L24.202,5437.24,7,1,1,5437.24,1
L24.205,18349.74,37,6,6,3058.29,1
L24.500,41790.39,80,13,13,3214.645385,1
L24.500x001,6254.32,19,2,2,3127.16,1
L24.501,1253.54,3,1,1,1253.54,1
L24.600,19544.24,43,6,6,3257.373333,1
L24.700,12283.29,30,5,5,2456.658,1
L24.700x002,1805.35,5,1,1,1805.35,1
L24.800x001,25343.63,72,11,11,2303.966364,1
L24.800x004,1283.03,7,1,1,1283.03,1
L24.801,14880.11,34,7,7,2125.73,1
L24.900x002,2067.59,4,1,1,2067.59,1
L25.200,5648.51,14,2,2,2824.255,1
L25.300x001,2353.82,8,1,1,2353.82,1
L25.300x003,6304.52,10,2,2,3152.26,1
"L25.900,",3127.63,11,2,2,1563.815,1
L25.900x002,6879.03,23,4,4,1719.7575,1
L25.901,1271.04,7,1,1,1271.04,1
L26.X00,2395.08,6,1,1,2395.08,1
L26.x00x002,27068.5,23,2,2,13534.25,1
"L27.005,",1074.89,3,1,1,1074.89,1
L27.200,83178.98,163,46,46,1808.238696,1
L27.201,7904.85,28,6,6,1317.475,1
L27.800,4827.52,8,3,3,1609.173333,1
L28.000x004,625.75,3,1,1,625.75,1
L28.003,5230.96,28,4,4,1307.74,1
L28.200;D69.004,2331.54,7,1,1,2331.54,1
L28.202,9518.94,28,6,6,1586.49,1
L29.300,10498.22,26,5,5,2099.644,1
L29.800,46474.88,117,16,16,2904.68,1
L30.200,4126.95,19,3,3,1375.65,1
L30.300 感染性皮炎,719.4,4,1,1,719.4,1
"L30.300,",1812.34,10,2,2,906.17,1
"L30.300,J06.000",1247.2,7,1,1,1247.2,1
"L30.300,K29.500",1353.64,3,1,1,1353.64,1
L30.300x001,9860.62,20,1,1,9860.62,1
L30.302,49346.43,112,14,14,3524.745,1
L30.800x015,3290.03,8,1,1,3290.03,1
L30.800x016,4182.43,11,2,2,2091.215,1
L30.800x018,1772.39,3,1,1,1772.39,1
L30.803,5362.89,6,1,1,5362.89,1
L30.805,13754.37,36,3,3,4584.79,1
L30.900 皮炎,2278.9,14,1,1,2278.9,1
"L30.900,",825.2,5,1,1,825.2,1
"L30.900,J18.900",1600.66,7,1,1,1600.66,1
"L30.900,R50.900",1513.89,4,1,1,1513.89,1
"L30.901,",4494.28,13,2,2,2247.14,1
"L30.901,L08.902",874.88,6,1,1,874.88,1
"L30.902,",4831.94,19,5,5,966.388,1
"L30.903,",98.79,3,1,1,98.79,1
L30.905 湿疹样皮炎,1944.79,7,1,1,1944.79,1
"L30.905,",7221.08,26,5,5,1444.216,1
"L40.001,L50.802,",1436.45,8,1,1,1436.45,1
L40.002,17831.21,33,4,4,4457.8025,1
L40.003,5773.33,19,2,2,2886.665,1
"L40.300,",829.43,3,1,1,829.43,1
L40.500+M07.3*,3136.07,13,1,1,3136.07,1
L40.501+,14987.6,50,5,5,2997.52,1
L41.000x001,91693.26,160,16,16,5730.82875,1
L41.200,30637.95,42,3,3,10212.65,1
L41.400,4635.43,10,1,1,4635.43,1
L42.X00,23999.51,51,4,4,5999.8775,1
L43.100,2525.25,10,1,1,2525.25,1
L43.200,6505.68,9,1,1,6505.68,1
"L50.000,I00.x01",624.8,5,1,1,624.8,1
L50.800x003#1,2280.72,5,1,1,2280.72,1
"L50.801,",4046.55,7,2,2,2023.275,1
"L50.801,L30.902,",831.7,6,1,1,831.7,1
L50.801，,389.94,2,1,1,389.94,1
L50.852,6233.91,23,4,4,1558.4775,1
"L50.900,",1859.03,9,2,2,929.515,1
L51.000,23972.2,35,3,3,7990.733333,1
L51.200x002,21119.05,64,8,8,2639.88125,1
L51.800,11317.16,30,4,4,2829.29,1
L53.300,2762.62,3,1,1,2762.62,1
L53.800x004,21628.44,61,8,8,2703.555,1
L53.800x006,3132.79,2,1,1,3132.79,1
L53.900,9904.91,18,3,3,3301.636667,1
L55.100,17282.72,26,6,6,2880.453333,1
L55.900,2611.05,8,1,1,2611.05,1
L55.900x001,14582.17,22,4,4,3645.5425,1
L56.000,6194.33,10,1,1,6194.33,1
L56.200,14492.04,24,3,3,4830.68,1
L57.002,8077.93,7,2,2,4038.965,1
L57.400,124295.06,27,4,4,31073.765,1
L57.402,2812308.1,332,80,80,35153.85125,1
L57.800,436536.35,41,10,10,43653.635,1
L57.800x011,10934.83,23,3,3,3644.943333,1
L58.100,21832.99,37,6,6,3638.831667,1
L59.000x002,18153.73,32,4,4,4538.4325,1
L59.800x001,1368.82,6,1,1,1368.82,1
L59.900,8768.09,20,3,3,2922.696667,1
L60.100,10910.71,21,4,4,2727.6775,1
L60.200,2321.48,5,1,1,2321.48,1
L60.201,3604.97,6,1,1,3604.97,1
L60.800,2319.1,9,2,2,1159.55,1
L60.800x006,3063.96,3,1,1,3063.96,1
L60.800x008,4943.71,5,1,1,4943.71,1
L60.800x009,4757,13,2,2,2378.5,1
L60.800x011,956.66,2,1,1,956.66,1
L60.800x030,4278.63,15,2,2,2139.315,1
L60.802,6282.58,11,4,4,1570.645,1
L63.100,4738.82,13,2,2,2369.41,1
L63.800,2896.6,10,1,1,2896.6,1
L63.900x002,3382.72,19,1,1,3382.72,1
L64.900,2004.72,2,2,2,1002.36,1
L65.800x003,3662,15,1,1,3662,1
L65.901,13351.75,10,2,2,6675.875,1
L65.902,3203.57,3,2,2,1601.785,1
L65.904,8000,0,1,1,8000,1
L66.400,4380.41,16,2,2,2190.205,1
L70.001,2214.64,4,1,1,2214.64,1
L70.002,23389.07,41,3,3,7796.356667,1
L70.200,2503.97,19,1,1,2503.97,1
L71.100,11012.78,11,2,2,5506.39,1
"L72.100,",821.4,3,1,1,821.4,1
L72.100x00,847.48,5,1,1,847.48,1
"L72.102,",2434.09,7,1,1,2434.09,1
L72.102，,800.64,5,1,1,800.64,1
L72.103，,2247.12,10,2,2,1123.56,1
"L72.105,",2127.08,6,1,1,2127.08,1
L72.800,44312.57,72,7,7,6330.367143,1
L72.800x004,21019.74,28,6,6,3503.29,1
L72.900x003,5502.21,6,1,1,5502.21,1
L72.900，,1122.69,6,1,1,1122.69,1
L73.801,470.68,3,1,1,470.68,1
L73.804,7832.29,17,2,2,3916.145,1
"L73.900,",869.5,7,1,1,869.5,1
L74.000,1765.49,2,1,1,1765.49,1
L74.300,1375.23,2,1,1,1375.23,1
L74.800,2992.28,13,2,2,1496.14,1
L74.801,3765.59,7,2,2,1882.795,1
L75.200x011,971.52,0,1,1,971.52,1
L75.800,5599.19,2,1,1,5599.19,1
L75.900,18976.05,15,4,4,4744.0125,1
L80.X00,8658.66,22,2,2,4329.33,1
L81.100,52.56,0,1,1,52.56,1
L81.300,9674.19,3,1,1,9674.19,1
L81.401,1694.08,1,1,1,1694.08,1
L81.404,37399.31,65,4,4,9349.8275,1
L81.405,22884.39,41,4,4,5721.0975,1
L81.500,7065.14,5,1,1,7065.14,1
L81.703,2178.39,5,1,1,2178.39,1
L81.802,33714.21,6,3,3,11238.07,1
L82.X00,87289.22,166,19,19,4594.169474,1
L82.x00x005,65961.94,89,17,17,3880.114118,1
L82.x01,8859.72,12,2,2,4429.86,1
L83.x01,4424.36,4,1,1,4424.36,1
L84.X00x002,12326.94,26,3,3,4108.98,1
L84.x00x00,1385.32,7,1,1,1385.32,1
L85.200,4450.88,6,2,2,2225.44,1
L85.300,10336.03,24,6,6,1722.671667,1
L85.300x001,3507.85,6,1,1,3507.85,1
L85.800,28101.54,40,10,10,2810.154,1
L85.800x003,1989.91,1,1,1,1989.91,1
L87.000,2091.09,4,1,1,2091.09,1
L87.001,4115.61,5,2,2,2057.805,1
L88.001,884.86,3,1,1,884.86,1
L88.x01,93037.92,152,15,15,6202.528,1
L89.000x002,25732.34,63,6,6,4288.723333,1
L89.000x003,4961.05,10,1,1,4961.05,1
L89.000x008,37472.3,100,4,4,9368.075,1
L89.002,17483.29,36,5,5,3496.658,1
L89.003,32250.65,73,1,1,32250.65,1
L89.008,43926.69,197,7,7,6275.241429,1
